"","year","plot","trmt","season","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","fs_r2_quantile","fs_evar_quantile","fs_simp_quantile","fs_skew_quantile","poilog_expmu","poilog_sig"
"238",1999,2,"control","summer",1,1,2,6,6,7,8,13,13,13,18,18,22,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,0.41,0.76,0.29,8.06557144935277,0.892318956415403
"239",2001,2,"control","summer",1,1,1,1,2,2,2,2,3,8,12,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.13,0,1,0.109343786200595,2.6458003298758
"240",2002,2,"control","summer",1,1,1,2,3,4,4,5,6,6,11,16,16,17,18,26,27,33,61,83,94,96,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.01,0.03,0.87,8.97898362870143,1.70380716361965
"241",2004,2,"control","summer",1,1,2,2,3,4,7,11,11,12,13,16,16,21,25,31,40,112,254,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.02,0,0.94,9.20805002468457,1.80462635145264
"242",2005,2,"control","summer",1,1,1,2,2,4,4,6,12,12,21,26,140,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.02,0,0.87,1.83718972329953,2.43295761640594
"243",2006,2,"control","summer",1,1,2,3,3,4,4,5,7,12,12,12,14,14,16,16,16,16,21,24,24,26,39,66,80,634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.2,0,1,10.4420990610805,1.45456498796669
"244",2007,2,"control","summer",1,1,4,4,6,6,7,22,44,68,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.02,0.11,0.48,6.05084130402823,1.67733222380263
"245",2008,2,"control","summer",1,1,2,4,4,5,5,19,38,39,66,92,109,164,225,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,0,0.05,0.63,11.3050342608182,2.25038099917934
"246",2000,4,"control","summer",1,1,2,2,17,25,31,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0,0.02,0.97,0.858399388242656,2.92855921661798
"247",2002,8,"control","summer",1,1,1,1,1,2,7,8,27,29,30,34,36,44,48,54,65,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0,0.02,0.98,4.88835251383887,2.33288114472482
"248",2004,8,"control","summer",1,1,1,1,2,2,2,2,3,6,13,18,19,39,42,71,82,108,142,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0.01,0.96,1.84134156058709,2.87068484574911
"249",2005,8,"control","summer",1,2,2,2,4,17,18,36,48,58,96,116,135,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,0,0,0.99,12.2150942341816,2.18272038231606
"250",2006,8,"control","summer",1,1,1,1,2,4,4,5,6,6,6,9,16,22,32,42,46,53,72,111,116,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0,0,1,5.74253816555739,2.21442329298214
"251",2007,8,"control","summer",4,8,9,10,11,16,17,27,43,217,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0.26,0.01,0.84,21.0884478261931,1.36288282529185
"252",2008,8,"control","summer",1,3,3,3,4,15,25,38,42,80,97,703,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0,0.84,12.1791706555548,2.46340325992324
"253",2002,11,"control","summer",1,1,2,2,3,3,4,5,5,5,18,20,20,23,26,28,38,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,0.17,0.36,0.21,6.12238269496513,1.354468461646
"254",2004,11,"control","summer",1,1,1,1,3,3,4,5,6,8,10,12,15,16,22,29,34,41,44,62,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.07,0.12,0.81,6.79130253684323,1.58277968664899
"255",2005,11,"control","summer",1,1,1,2,3,10,13,18,19,26,32,34,36,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.09,0.75,0.05,6.98294970242555,1.52048868475556
"256",2006,11,"control","summer",1,1,3,6,8,9,9,10,11,15,17,18,22,23,24,24,26,30,38,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,0.32,0,1,12.8974341552027,1.1142707747086
"257",2007,11,"control","summer",1,1,1,1,1,3,5,7,8,32,40,41,55,59,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0,0,0.98,1.06877929099567,2.90959966734865
"258",2008,11,"control","summer",1,2,8,27,34,47,47,59,69,84,129,216,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.07,0.05,0.92,34.9807237788227,1.61630809031459
"259",1995,12,"control","summer",2,3,12,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.28,0.22,0.55,5.93895111087768,1.14807935228336
"260",1996,12,"control","summer",1,2,8,16,18,29,40,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.11,0.55,0.2,11.147551342841,1.25130417957932
"261",2002,12,"control","summer",2,3,3,4,5,6,6,8,13,13,15,17,17,20,24,38,41,46,90,118,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.29,0.06,0.84,14.2972568919418,1.25520608946151
"262",2004,12,"control","summer",1,1,1,1,1,2,2,3,3,3,4,5,5,8,16,18,43,59,60,102,105,114,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0,0,0.79,1.73720251680744,2.66776471244635
"263",2005,12,"control","summer",1,1,1,3,4,5,6,8,8,10,24,45,66,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.04,0.05,0.66,4.61073117217621,1.73329428061511
"264",2006,12,"control","summer",1,1,1,2,2,4,7,8,10,13,15,16,18,33,36,38,42,56,61,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.06,0.11,0.79,8.96856996921987,1.56618060131142
"265",2007,12,"control","summer",1,1,2,2,3,3,4,9,16,29,59,89,93,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.01,0.03,0.83,3.53009118413304,2.38409260018096
"266",2008,12,"control","summer",1,2,5,8,22,33,74,76,80,84,116,192,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.02,0.13,0.81,27.8324604897289,1.75684083819929
"267",2008,14,"control","summer",1,1,7,14,17,38,61,108,351,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0,0.02,0.78,15.1702459172999,2.41389945349115
"268",2007,17,"control","summer",1,2,2,2,7,8,19,26,42,54,69,107,126,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.01,0.04,0.81,11.9696008254054,1.96983830972403
"269",2002,3,"krat_removal","summer",1,1,4,4,6,7,7,12,13,24,27,30,58,67,93,93,155,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.03,0.12,0.63,15.0083756364833,1.63141609682887
"270",2004,3,"krat_removal","summer",1,1,2,4,5,6,6,9,10,15,16,17,18,20,31,51,58,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,0.1,0,1,9.39308245563927,1.4807860943886
"271",2005,3,"krat_removal","summer",1,1,1,1,8,9,20,22,26,52,62,84,112,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0,1,5.46847506538863,2.59478532639888
"272",2006,3,"krat_removal","summer",1,1,1,2,2,2,2,3,3,4,5,8,9,15,15,16,17,25,29,39,44,52,87,170,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,0.02,0,0.99,5.0536351367759,2.0903222505482
"273",2007,3,"krat_removal","summer",1,1,2,2,3,3,4,4,5,8,11,50,84,153,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,0.02,0,0.72,2.41700168714488,2.38318360379922
"274",2008,3,"krat_removal","summer",1,3,4,4,18,36,36,40,58,128,237,903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0,0,1,18.8150775060226,2.1428131624093
"275",2004,6,"krat_removal","summer",1,1,1,1,7,8,9,11,17,18,28,52,64,101,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0,0.07,0.67,6.4245887620835,1.98047915992924
"276",2008,6,"krat_removal","summer",1,1,2,2,2,4,12,15,22,41,51,134,153,345,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0,0,0.74,5.49586522621429,2.70279903817366
"277",2002,13,"krat_removal","summer",1,1,1,1,1,1,2,2,3,5,6,6,10,10,13,14,30,38,44,71,100,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.01,0.02,0.75,1.90189817281125,2.34079327594091
"278",2004,13,"krat_removal","summer",1,1,2,2,2,3,3,4,4,4,6,6,7,8,9,9,10,17,23,44,44,53,77,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,0.1,0,1,5.4589163948742,1.67036888186575
"279",2007,13,"krat_removal","summer",1,1,1,1,2,2,16,23,27,67,117,198,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,0.01,0.72,0.43694260263503,3.68457959091744
"280",2008,13,"krat_removal","summer",2,6,6,11,14,15,18,19,46,140,178,273,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,0.08,0.01,0.91,26.0800386711732,1.71661473694804
"281",2004,15,"krat_removal","summer",1,2,3,4,6,8,10,15,16,17,19,23,32,74,99,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.16,0.06,0.68,12.0033968440991,1.33493936033836
"282",2002,18,"krat_removal","summer",1,1,2,3,4,4,6,16,17,20,21,25,32,54,63,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.08,0.17,0.76,8.69292141165986,1.52519310164596
"283",2004,19,"krat_removal","summer",1,1,1,1,1,2,2,4,5,5,7,8,8,9,16,17,27,33,33,42,55,82,110,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0,0,0.91,4.58323542715514,2.04439131156943
"284",2005,19,"krat_removal","summer",1,2,2,4,4,7,7,10,26,31,34,35,46,135,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.02,0.05,0.73,10.0509472379889,1.65200610330613
"285",2006,19,"krat_removal","summer",1,1,1,1,2,3,4,6,6,6,9,11,14,16,33,37,48,53,63,78,81,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.01,0,1,5.9029983310359,2.13590735902391
"286",2007,19,"krat_removal","summer",1,1,3,3,4,4,14,20,45,78,105,105,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0.04,0.76,6.92906863949452,2.24954276370795
"287",2008,19,"krat_removal","summer",1,1,1,1,2,4,6,12,13,37,43,48,68,90,188,290,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0,0,0.89,4.33928510084881,2.84730610476888
"288",2008,20,"krat_removal","summer",1,2,3,3,8,12,18,19,27,30,38,62,581,810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0,0,0.95,11.4655890426918,2.23356973962985
"289",2008,21,"krat_removal","summer",1,1,2,4,6,8,14,16,22,134,940,1458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.88,2.02186154397785,3.49231041915345
"290",2004,5,"removal","summer",1,1,1,1,4,4,4,5,7,7,21,22,23,38,44,57,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.04,0.27,0.25,5.00107858981255,1.7133694526175
"291",2006,5,"removal","summer",1,1,3,7,7,8,14,17,22,26,36,44,62,71,112,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.03,0,1,14.8447386954741,1.69726187770462
"292",2007,5,"removal","summer",2,2,2,4,7,7,8,126,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.04,0,0.94,3.42067092300714,2.32394618537228
"293",2008,5,"removal","summer",1,3,9,9,46,49,96,162,752,1129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.01,0.02,0.83,26.4229507637111,2.47966073282849
"294",2007,7,"removal","summer",1,1,1,4,10,22,41,52,52,86,94,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0,0.26,0.32,9.18835267734505,2.15721208929959
"295",2008,7,"removal","summer",1,2,3,3,86,128,140,162,247,277,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0,0.51,0.28,22.0374149711739,2.59707471802272
"296",2008,10,"removal","summer",1,2,2,9,10,11,122,523,1854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.96,1.95337109221945,3.76685752277136
"297",2004,23,"removal","summer",1,2,2,2,4,4,10,12,19,21,25,36,48,64,96,188,679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,0,1,10.3879197327641,2.0622067314051
"298",2005,23,"removal","summer",1,1,2,4,17,28,31,34,38,60,106,185,502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0,0.01,0.98,13.9269454066052,2.16591269687074
"299",2007,23,"removal","summer",1,1,2,12,16,20,39,113,173,190,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0,0.09,0.51,12.3109862585286,2.37666295914987
"300",2008,23,"removal","summer",1,6,15,22,24,25,31,32,45,116,130,551,696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,0.03,0,0.9,36.3421115130475,1.68159435175786
"301",2007,4,"control","summer",4,4,10,10,20,22,50,70,79,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.28,0.21,0.54,21.8265071755096,1.18173081351314
"302",2001,12,"control","summer",1,1,2,2,2,2,2,3,5,10,15,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.13,0,1,1.13368890212958,1.79634310275995
"303",1996,13,"krat_removal","summer",1,2,2,2,5,26,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.04,0.03,0.75,1.34269802658705,2.0733132648339
"304",2005,5,"removal","summer",1,1,1,6,8,16,19,27,43,52,60,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.01,0.27,0.46,8.64947814272192,1.78257490850706
"305",1995,7,"removal","summer",1,2,2,30,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.06,0.15,0.47,0.962411668843227,2.45904493506748
"306",2001,16,"removal","summer",1,2,2,2,3,3,4,4,4,4,12,24,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.32,0.19,0.56,3.61400329170932,1.25976289117946
"307",2000,2,"control","summer",1,1,2,5,8,15,18,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.1,0.39,0.18,4.0217252964162,1.2681793481925
"308",2001,4,"control","summer",1,2,2,4,4,6,7,9,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.32,0.01,0.99,3.47966390782031,1.2407189724273
"309",2002,4,"control","summer",2,2,3,4,7,8,22,27,30,34,36,43,55,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.08,0,0.99,13.7820762876819,1.5374490018033
"310",2004,4,"control","summer",1,1,1,2,2,3,6,6,12,30,34,39,54,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.01,0,1,1.84672006739039,2.5866269955208
"311",2005,4,"control","summer",1,8,11,12,17,32,56,98,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.09,0.01,0.97,20.3954991001495,1.63299422107643
"312",2006,4,"control","summer",1,1,1,3,6,7,9,24,24,27,28,46,50,59,104,137,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.02,0.02,0.98,12.2202502779654,1.91918000752678
"313",2008,4,"control","summer",1,1,1,2,2,3,5,20,20,20,28,213,264,732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,0,0.97,0.845954997264325,3.49580841393814
"314",2000,8,"control","summer",5,9,26,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.49,0.31,0.61,16.0126518550253,0.899313044148574
"315",2000,11,"control","summer",6,11,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.67,0.61,0.59,12.0936148107642,0.497495955408068
"316",2000,12,"control","summer",6,13,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.49,0.26,0.75,15.7222159257866,0.849654268648491
"317",2000,14,"control","summer",1,1,1,3,4,10,19,42,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.01,0,0.94,0.711101647534509,2.7912339507116
