"","year","plot","trmt","season","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","fs_r2_quantile","fs_evar_quantile","fs_simp_quantile","fs_skew_quantile","poilog_expmu","poilog_sig"
"82",1995,17,"control","winter",1,2,6,6,6,9,10,10,13,15,22,28,29,44,48,57,62,69,72,244,320,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.08,0,0.8,22.240572267909,1.53468238419665
"83",1997,17,"control","winter",1,2,2,2,3,3,5,5,6,6,7,7,9,10,11,13,13,34,46,53,77,134,246,320,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,0,0.83,8.82137623856305,1.9533426430556
"84",2001,17,"control","winter",1,4,4,5,6,11,16,16,18,30,37,60,63,146,152,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.08,0,0.87,18.3837164769749,1.55576646046408
"85",2003,17,"control","winter",1,2,3,6,6,14,26,27,27,434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.01,0,1,6.47023859143947,2.0080668854118
"86",2004,17,"control","winter",1,1,1,1,2,2,3,5,6,14,34,44,65,79,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.01,0,0.98,0.547521957272032,3.18933960878901
"87",2005,17,"control","winter",1,2,2,2,3,4,10,11,31,110,112,126,351,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,0,0.02,0.83,5.77825939071247,2.72342107414816
"88",2007,17,"control","winter",1,1,1,1,20,100,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0,0,0.96,0.0794759734448164,3.98950420770149
"89",2008,17,"control","winter",1,2,3,8,12,30,50,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0.01,0,0.99,5.52352800757474,2.206425696823
"90",2007,22,"control","winter",1,2,3,3,3,9,1636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.01,0,1,0.115049620037999,3.85314940266675
"91",2008,22,"control","winter",1,1,1,2,2,5,6,6,6,13,724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.01,0,1,0.104086825159986,3.38491638299206
"92",1995,3,"krat_removal","winter",2,2,2,3,3,4,6,7,8,12,20,43,67,70,87,98,112,131,229,403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.01,0.01,0.88,14.6207181792982,1.95195285380106
"93",1997,3,"krat_removal","winter",2,2,2,2,2,3,3,4,4,6,11,11,13,14,162,258,270,352,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0,0,0.97,3.68729310528062,2.80500377231908
"94",2004,3,"krat_removal","winter",1,1,1,1,1,1,1,1,1,2,2,2,3,9,9,17,50,1620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0.0207410928471733,3.43436343981262
"95",2005,3,"krat_removal","winter",1,2,2,4,5,6,6,14,14,21,33,57,116,556,1206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0,0,0.99,7.46764590734692,2.51746205216145
"96",2007,3,"krat_removal","winter",1,1,1,3,72,876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0,0,1,0.0872598647294909,4.05304932877813
"97",2008,3,"krat_removal","winter",1,2,4,4,4,15,18,35,924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.01,0,1,2.46181301882242,2.7291563045793
"98",2009,3,"krat_removal","winter",1,4,5,11,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.11,0.03,0.91,4.86875509527339,1.34600430665553
"99",1997,6,"krat_removal","winter",1,1,2,3,3,4,4,5,7,8,8,8,10,16,17,23,26,156,159,488,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.89,6.0827696369204,2.23069936899608
"100",1998,6,"krat_removal","winter",1,1,1,2,3,3,3,6,8,12,15,16,24,48,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.06,0,1,2.65134096003114,2.08039700988011
"101",2004,6,"krat_removal","winter",1,1,1,1,1,3,6,12,20,42,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,0,0,1,0.0624000665401247,3.64313687050554
"102",2005,6,"krat_removal","winter",1,1,1,2,3,3,6,7,10,39,68,105,122,160,522,1122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,0,0.98,2.55544121146526,3.33466133767223
"103",2007,6,"krat_removal","winter",1,1,2,2,4,4,8,34,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0,0,1,0.15596088111654,3.45544841469897
"104",2008,6,"krat_removal","winter",1,1,1,2,4,4,5,5,15,160,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0,0,0.8,0.347814616860634,3.10274899984265
"105",2001,13,"krat_removal","winter",1,2,2,2,2,3,4,6,7,10,10,12,17,48,66,181,946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.02,0,1,3.63547373561037,2.4006976391813
"106",2004,13,"krat_removal","winter",1,1,3,3,4,4,5,7,12,29,32,2306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0.801747026808619,3.17206940470177
"107",2005,13,"krat_removal","winter",1,1,2,3,3,5,5,19,47,51,72,90,145,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3.69787232418784,3.00288332466774
"108",2007,13,"krat_removal","winter",1,1,1,1,1,8,86,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0,0,1,0.0404408947099979,3.85545130150086
"109",2008,13,"krat_removal","winter",1,3,4,4,14,20,48,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,0.02,0,1,4.0790740286337,2.60966642484619
"110",1997,15,"krat_removal","winter",1,2,2,2,2,4,5,5,8,8,9,14,15,16,20,32,33,45,45,288,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.02,0,0.99,8.00219409939069,1.78556823943936
"111",1998,15,"krat_removal","winter",1,1,1,2,2,2,2,3,3,5,9,13,27,28,49,114,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0.01,0.86,1.50227250754926,2.42350325648993
"112",2001,15,"krat_removal","winter",1,2,3,4,5,6,6,9,9,15,19,34,35,128,200,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.04,0,0.76,9.65098486784683,1.80565382184886
"113",2004,15,"krat_removal","winter",1,1,2,3,3,8,11,14,15,17,766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.01,0,1,1.44228463383606,2.67691375841173
"114",2005,15,"krat_removal","winter",1,3,3,6,7,25,46,93,237,364,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,0,0.01,0.66,14.1723042767053,2.472450184426
"115",2007,15,"krat_removal","winter",1,3,12,16,150,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,0.01,0,0.99,6.76424534845295,2.82039561198671
"116",2008,15,"krat_removal","winter",1,3,3,8,10,87,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0,0,0.98,3.1735593812943,2.69915243895658
"117",1997,18,"krat_removal","winter",1,1,1,2,4,6,8,9,12,18,23,25,41,49,105,180,228,534,810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0,0,0.92,9.39477439852673,2.50876642360181
"118",1998,18,"krat_removal","winter",1,2,2,2,2,3,3,4,6,10,28,78,130,337,1662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0,0,1,1.03778739765651,3.39052204805101
"119",2004,18,"krat_removal","winter",1,2,2,2,4,4,6,11,13,20,29,41,69,1606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,3.67193533178688,2.51667482566542
"120",2005,18,"krat_removal","winter",1,1,1,1,5,10,12,13,18,20,21,25,106,261,280,832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0,0,0.99,4.87835160583642,2.80406112868484
"121",2007,18,"krat_removal","winter",1,1,1,1,2,4,6,27,53,1028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0,0,1,0.0727995068590345,3.810133396101
"122",2008,18,"krat_removal","winter",1,1,2,2,3,4,5,9,9,62,214,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,0.01,0,1,0.518829166264281,3.427566610155
"123",1997,19,"krat_removal","winter",1,1,1,1,1,7,7,11,11,26,34,42,46,58,198,211,284,355,2116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,4.63768302193812,3.20632461605822
"124",1998,19,"krat_removal","winter",1,1,1,1,2,6,6,12,13,15,16,21,25,61,71,190,2078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0,1,2.45811263038765,2.96803870050127
"125",1999,19,"krat_removal","winter",5,6,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.51,0.32,0.846938775510204,9.44468313543245,0.785462775902051
"126",2001,19,"krat_removal","winter",1,1,1,1,1,2,2,2,3,4,8,10,28,62,72,284,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,0,1,0.124221391564929,3.7797167741782
"127",2004,19,"krat_removal","winter",1,1,2,2,2,3,4,4,6,10,14,1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.01,0,1,0.126985037474905,3.42716905988485
"128",2005,19,"krat_removal","winter",1,1,3,9,10,41,61,64,110,129,208,1124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0,0,1,16.4765946127916,2.47438307351083
"129",2007,19,"krat_removal","winter",2,4,8,9,116,1024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.01,0,1,7.96895950775779,2.77465172215673
"130",2008,19,"krat_removal","winter",1,4,8,8,18,58,63,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.04,0,1,11.5801836406421,2.16841100338817
"131",1997,20,"krat_removal","winter",1,1,2,2,4,7,9,9,10,12,20,22,24,25,27,31,36,63,68,70,107,380,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0,0,1,14.8361986217122,1.77982438140915
"132",1998,20,"krat_removal","winter",1,1,2,2,2,3,3,4,5,8,9,10,11,12,20,35,44,514,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.97,2.8953954056375,2.43984261888192
"133",2005,20,"krat_removal","winter",1,1,2,2,3,4,8,8,8,10,13,14,38,39,120,328,379,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0,0,0.92,5.6501799995988,2.58178847218053
"134",2007,20,"krat_removal","winter",1,1,2,2,4,15,62,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.01,0,0.99,0.152560879265681,3.67637038572753
"135",2008,20,"krat_removal","winter",1,1,1,1,1,1,2,3,3,10,10,46,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0,1,0.0319484345232431,3.46827637954401
"136",1997,21,"krat_removal","winter",1,1,2,2,2,2,2,2,4,5,6,6,8,14,15,15,17,62,68,97,114,186,285,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.94,4.18716037666207,2.49944781356594
"137",1998,21,"krat_removal","winter",1,1,1,2,2,2,2,4,4,9,10,22,37,53,114,116,1714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0.565334696987781,3.43719253765835
"138",2001,21,"krat_removal","winter",1,2,2,3,4,4,5,7,47,66,78,317,768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0,0,0.97,3.49627726594626,2.84772071584514
"139",2004,21,"krat_removal","winter",1,2,2,7,19,20,28,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,0,0,1,0.997271699733021,3.55747522327319
"140",2005,21,"krat_removal","winter",1,1,2,2,3,3,7,9,19,21,55,74,111,126,372,946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,0,0,0.99,5.13824981753933,2.81171698598649
"141",2007,21,"krat_removal","winter",2,2,7,124,1158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0,0,0.99,2.32821678972512,3.73473150015373
"142",2008,21,"krat_removal","winter",4,6,6,6,26,34,66,898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.05,0,1,16.6865505625587,1.91466016353943
"143",2009,21,"krat_removal","winter",1,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.31,0.31,0.532608695652174,2.50085327695277,0.818005210584808
"144",1997,5,"removal","winter",1,1,2,3,4,4,4,5,6,7,7,8,12,18,254,264,327,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0,0,0.74,3.47814709099525,2.63127707527169
"145",1998,5,"removal","winter",1,1,2,2,2,2,3,13,36,94,1172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0,0,1,0.13313514550506,3.77940944906386
"146",2004,5,"removal","winter",1,1,1,2,2,2,4,22,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,0.02,0,1,0.0393875921322901,3.36711217395962
"147",2008,5,"removal","winter",1,2,2,4,12,49,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,0,1,0.824343424102333,3.15888640040459
"148",1998,7,"removal","winter",1,3,4,8,10,18,21,82,126,142,3474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0,0,1,11.7769041248993,2.68601608601878
"149",1999,7,"removal","winter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",2001,7,"removal","winter",1,1,2,2,13,14,14,141,1174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0,0,1,0.337062295559459,3.8716456995185
"151",2004,7,"removal","winter",1,1,13,16,59,2394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0,0,1,0.590920229401497,4.26223249154637
"152",2005,7,"removal","winter",1,4,4,9,24,29,67,176,1270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0,0,1,12.352859659347,2.49882371196161
"153",2007,7,"removal","winter",1,1,1,1,67,848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,0,0.99,0.0517363581606596,3.98893539815862
"154",2008,7,"removal","winter",1,2,2,2,3,4,24,49,976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0,0,1,0.250235720525921,3.62676231052191
"155",1998,10,"removal","winter",1,1,1,1,4,5,6,12,29,54,702,1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0,0,0.99,0.243588504495618,4.08262519579336
"156",2005,10,"removal","winter",1,2,5,6,8,18,22,43,178,304,1416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0,0,1,10.6494406626181,2.63364347015351
"157",2008,10,"removal","winter",1,1,1,1,3,4,4,7,123,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0.0653491421806374,3.8161610642276
"158",1995,16,"removal","winter",1,2,2,2,3,4,5,5,6,7,8,12,12,16,19,23,32,35,64,106,302,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,7.24844364038327,2.17049033959499
"159",1997,16,"removal","winter",1,1,1,1,2,2,2,2,2,4,4,4,8,17,19,24,38,108,148,186,515,2476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0,0,1,0.38221705156307,3.77595936294722
"160",1998,16,"removal","winter",1,1,1,2,2,4,5,5,8,9,10,20,48,64,83,181,2464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0,1,1.59420790116638,3.13937748377514
